breakfast;afternoon.tea;evening;after.lunch;after.dinner;anytime;home;work;tearoom;friends;restaurant;pub;variety;how;sugar;format;place.of.purchase;type;sex;profession;sport;age;age_Q;frequency;exotic;spirituality;good for health;diuretic;friendliness;iron absorption;feminine;refined;slimming;stimulant;relaxant;no.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;M;unemployed;not.sporty;24;15-24;3 to 6/week;exotic;spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;employee;not.sporty;29;25-34;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;slimming;stimulant;not.relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;other;sugar;sachet;supermarket+specialist.;luxury;M;unemployed;not.sporty;72;60 and +;3 to 6/week;exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;lemon;sugar;sachet;specialist.shop;unknown;M;manual labourer;not.sporty;41;35-44;1/day;exotic;not.spirituality;good for health;not.diuretic;friendliness;iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;shop.brand;M;student;sporty;18;15-24;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;slimming;not.stimulant;not.relaxant;no.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet+loose;supermarket;cheapest;F;student;sporty;19;15-24;more than 2/day;not.exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;employee;not.sporty;55;45-59;3 to 6/week;exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;loose;supermarket;cheapest;F;management;sporty;47;45-59;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet;supermarket;known.brand;F;management;not.sporty;49;45-59;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;employee;sporty;30;25-34;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;milk;not.sugar;sachet;supermarket;cheapest;F;other work;sporty;45;45-59;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;no.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;shop.brand;F;manual labourer;sporty;22;15-24;more than 2/day;exotic;spirituality;not.good for health;diuretic;not.friendliness;not.iron absorption;feminine;refined;slimming;stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;unemployed;not.sporty;18;15-24;1 to 2/week;exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;feminine;refined;slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;milk;not.sugar;loose;supermarket+specialist.;known.brand;F;unemployed;not.sporty;36;35-44;3 to 6/week;exotic;spirituality;not.good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;not.relaxant;no.effect.health
not.breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;restaurant;pub;black;nothing.added;not.sugar;sachet;supermarket+specialist.;known.brand;F;unemployed;not.sporty;75;60 and +;3 to 6/week;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;pub;black;nothing.added;sugar;loose;supermarket;known.brand;F;unemployed;sporty;19;15-24;more than 2/day;exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;no.effect.health
breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet;supermarket;known.brand;F;employee;not.sporty;50;45-59;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet+loose;supermarket;known.brand;F;unemployed;not.sporty;60;60 and +;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet+loose;supermarket;known.brand;F;employee;sporty;21;15-24;1/day;exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;loose;supermarket;luxury;F;employee;sporty;45;45-59;more than 2/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet;supermarket;known.brand;F;unemployed;not.sporty;45;45-59;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;not.relaxant;no.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet;supermarket;known.brand;F;unemployed;not.sporty;75;60 and +;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;black;lemon;not.sugar;loose;specialist.shop;luxury;F;senior management;not.sporty;53;45-59;more than 2/day;exotic;not.spirituality;not.good for health;diuretic;not.friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;varies;F;employee;not.sporty;25;25-34;1 to 2/week;not.exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;varies;F;student;sporty;20;15-24;more than 2/day;exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;relaxant;not.without.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;not.friends;not.restaurant;pub;flavoured;nothing.added;sugar;loose;supermarket+specialist.;luxury;F;student;sporty;20;15-24;more than 2/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;not.sugar;sachet+loose;supermarket+specialist.;varies;F;management;sporty;30;25-34;more than 2/day;exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;pub;black;nothing.added;not.sugar;sachet+loose;supermarket;luxury;F;employee;not.sporty;51;45-59;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;student;not.sporty;18;15-24;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;varies;F;unemployed;not.sporty;27;25-34;1/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;not.refined;slimming;stimulant;not.relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;student;sporty;22;15-24;more than 2/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;known.brand;F;student;sporty;22;15-24;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;not.sugar;sachet+loose;supermarket;varies;F;student;sporty;15;15-24;more than 2/day;exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;lemon;sugar;sachet;supermarket;known.brand;F;manual labourer;sporty;20;15-24;more than 2/day;not.exotic;spirituality;good for health;diuretic;not.friendliness;iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;sugar;sachet+loose;supermarket;known.brand;F;student;sporty;19;15-24;more than 2/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;not.pub;black;milk;sugar;sachet;supermarket;unknown;M;other work;sporty;45;45-59;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;loose;specialist.shop;luxury;M;management;sporty;48;45-59;3 to 6/week;exotic;not.spirituality;good for health;not.diuretic;friendliness;iron absorption;not.feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet;supermarket;shop.brand;M;senior management;sporty;35;35-44;1/day;exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;milk;sugar;sachet;supermarket;varies;M;management;not.sporty;50;45-59;1/day;exotic;not.spirituality;not.good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;not.relaxant;no.effect.health
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet+loose;supermarket;varies;M;employee;sporty;25;25-34;more than 2/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet;supermarket;varies;M;unemployed;not.sporty;69;60 and +;1/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;sugar;sachet;supermarket;known.brand;M;unemployed;not.sporty;70;60 and +;1/day;not.exotic;spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;sugar;sachet;supermarket;known.brand;M;manual labourer;sporty;40;35-44;1/day;not.exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;sugar;sachet+loose;supermarket;shop.brand;M;unemployed;sporty;21;15-24;1 to 2/week;not.exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;tearoom;friends;not.restaurant;not.pub;green;lemon;sugar;loose;specialist.shop;luxury;M;management;not.sporty;26;25-34;more than 2/day;exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;restaurant;not.pub;flavoured;nothing.added;sugar;sachet+loose;specialist.shop;varies;M;manual labourer;sporty;25;25-34;3 to 6/week;exotic;spirituality;not.good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;evening;after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet+loose;supermarket;known.brand;M;employee;sporty;26;25-34;more than 2/day;exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket;cheapest;M;manual labourer;not.sporty;23;15-24;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;not.relaxant;no.effect.health
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;not.home;not.work;not.tearoom;friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet+loose;supermarket;known.brand;F;student;not.sporty;22;15-24;1/day;not.exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;not.sugar;loose;specialist.shop;luxury;M;other work;sporty;45;45-59;1/day;not.exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;black;nothing.added;not.sugar;loose;supermarket;varies;M;employee;not.sporty;36;35-44;more than 2/day;not.exotic;spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;anytime;not.home;not.work;not.tearoom;not.friends;not.restaurant;pub;flavoured;lemon;sugar;sachet;supermarket;known.brand;M;employee;sporty;27;25-34;1 to 2/week;not.exotic;spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;refined;slimming;stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;not.sugar;sachet;supermarket+specialist.;varies;M;manual labourer;sporty;18;15-24;1/day;exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;pub;green;nothing.added;not.sugar;sachet;specialist.shop;luxury;M;unemployed;sporty;61;60 and +;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;green;nothing.added;sugar;sachet;supermarket;known.brand;M;management;sporty;56;45-59;1/day;not.exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;not.relaxant;not.without.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;flavoured;lemon;sugar;sachet+loose;supermarket+specialist.;known.brand;M;employee;not.sporty;25;25-34;1/day;exotic;spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;tearoom;friends;not.restaurant;not.pub;black;nothing.added;not.sugar;loose;specialist.shop;luxury;M;management;sporty;50;45-59;1 to 2/week;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;no.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet+loose;supermarket+specialist.;luxury;M;unemployed;sporty;29;25-34;1/day;exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;relaxant;no.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;tearoom;friends;restaurant;not.pub;flavoured;other;sugar;sachet;supermarket;known.brand;M;employee;sporty;20;15-24;1 to 2/week;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;not.stimulant;relaxant;no.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;not.sugar;sachet;supermarket;known.brand;M;other work;sporty;32;25-34;1/day;not.exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
breakfast;afternoon.tea;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;milk;not.sugar;loose;supermarket;luxury;M;unemployed;not.sporty;71;60 and +;more than 2/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;stimulant;relaxant;not.without.effect.health
not.breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;tearoom;friends;not.restaurant;pub;black;lemon;not.sugar;sachet+loose;supermarket+specialist.;varies;M;unemployed;not.sporty;65;60 and +;1/day;not.exotic;not.spirituality;good for health;diuretic;friendliness;not.iron absorption;feminine;not.refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;lemon;sugar;loose;specialist.shop;luxury;M;unemployed;not.sporty;61;60 and +;1 to 2/week;exotic;not.spirituality;not.good for health;not.diuretic;friendliness;not.iron absorption;feminine;refined;not.slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;green;nothing.added;sugar;loose;supermarket;varies;M;employee;not.sporty;27;25-34;3 to 6/week;exotic;not.spirituality;not.good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
breakfast;afternoon.tea;not.evening;not.after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;friends;not.restaurant;pub;flavoured;nothing.added;sugar;sachet;supermarket;varies;M;employee;sporty;21;15-24;1/day;exotic;spirituality;good for health;not.diuretic;friendliness;not.iron absorption;feminine;not.refined;not.slimming;not.stimulant;relaxant;no.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;nothing.added;sugar;loose;specialist.shop;luxury;M;senior management;sporty;31;25-34;more than 2/day;not.exotic;not.spirituality;good for health;not.diuretic;friendliness;iron absorption;not.feminine;refined;slimming;stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;anytime;home;work;not.tearoom;not.friends;not.restaurant;not.pub;green;milk;not.sugar;sachet;specialist.shop;luxury;M;employee;sporty;30;25-34;1 to 2/week;not.exotic;not.spirituality;not.good for health;diuretic;not.friendliness;not.iron absorption;feminine;not.refined;not.slimming;not.stimulant;relaxant;no.effect.health
not.breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet;supermarket;varies;M;student;not.sporty;55;45-59;3 to 6/week;exotic;not.spirituality;not.good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;not.slimming;not.stimulant;not.relaxant;no.effect.health
breakfast;Not.afternoon.t;evening;not.after.lunch;not.after.dinner;not.anytime;home;not.work;not.tearoom;not.friends;not.restaurant;not.pub;flavoured;nothing.added;sugar;sachet;supermarket+specialist.;varies;M;employee;sporty;19;15-24;more than 2/day;exotic;spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;not.feminine;refined;not.slimming;stimulant;relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;after.lunch;not.after.dinner;not.anytime;home;work;not.tearoom;not.friends;restaurant;pub;flavoured;lemon;not.sugar;sachet;supermarket;varies;M;unemployed;sporty;26;25-34;more than 2/day;exotic;spirituality;good for health;not.diuretic;not.friendliness;iron absorption;not.feminine;refined;not.slimming;stimulant;not.relaxant;not.without.effect.health
breakfast;Not.afternoon.t;not.evening;not.after.lunch;not.after.dinner;anytime;home;work;not.tearoom;friends;not.restaurant;not.pub;black;milk;sugar;sachet;supermarket;known.brand;M;senior management;sporty;47;45-59;more than 2/day;exotic;not.spirituality;good for health;diuretic;not.friendliness;not.iron absorption;not.feminine;not.refined;slimming;not.stimulant;relaxant;not.without.effect.health
not.breakfast;Not.afternoon.t;not.evening;not.after.lunch;after.dinner;not.anytime;home;not.work;not.tearoom;friends;not.restaurant;not.pub;black;nothing.added;not.sugar;sachet+loose;supermarket;varies;M;employee;sporty;28;25-34;1 to 2/week;exotic;not.spirituality;good for health;not.diuretic;not.friendliness;not.iron absorption;feminine;refined;not.slimming;stimulant;not.relaxant;no.effect.health
